# Delay[ns]	Correlation 	
-150	1.00857
-149.995	1.00889
-149.99	1.00973
-149.985	1.00868
-149.98	1.00669
-149.975	1.00395
-149.97	1.00371
-149.965	1.00595
-149.96	1.00672
-149.955	1.00663
-149.95	1.00498
-149.945	1.00311
-149.94	1.00028
-149.935	0.997319
-149.93	0.994471
-149.925	0.995213
-149.92	0.99619
-149.915	0.998117
-149.91	0.99927
-149.905	0.999589
-149.9	0.998183
-149.895	0.997499
-149.89	0.996979
-149.885	0.996439
-149.88	0.995871
-149.875	0.993831
-149.87	0.992055
-149.865	0.990762
-149.86	0.986983
-149.855	0.986178
-149.85	0.984868
-149.845	0.982597
-149.84	0.982471
-149.835	0.984523
-149.83	0.985819
-149.825	0.987146
-149.82	0.988486
-149.815	0.990384
-149.81	0.992408
-149.805	0.994061
-149.8	0.995546
-149.795	0.997696
-149.79	0.998797
-149.785	0.999476
-149.78	0.999893
-149.775	1.00195
-149.77	1.00477
-149.765	1.00587
-149.76	1.00647
-149.755	1.00693
-149.75	1.00694
-149.745	1.00716
-149.74	1.00675
-149.735	1.00562
-149.73	1.00699
-149.725	1.0089
-149.72	1.00962
-149.715	1.00822
-149.71	1.00765
-149.705	1.00833
-149.7	1.00712
-149.695	1.00548
-149.69	1.00379
-149.685	1.00127
-149.68	0.999776
-149.675	0.997409
-149.67	0.996079
-149.665	0.994252
-149.66	0.994137
-149.655	0.996934
-149.65	0.999875
-149.645	1.00129
-149.64	0.999092
-149.635	0.998071
-149.63	0.998702
-149.625	1.00015
-149.62	1.00037
-149.615	0.997621
-149.61	0.995339
-149.605	0.993504
-149.6	0.992864
-149.595	0.992649
-149.59	0.992307
-149.585	0.992908
-149.58	0.993403
-149.575	0.992859
-149.57	0.993306
-149.565	0.995559
-149.56	0.996719
-149.555	0.997928
-149.55	0.998901
-149.545	0.998037
-149.54	0.998203
-149.535	0.999181
-149.53	1.00093
-149.525	1.00242
-149.52	1.002
-149.515	0.999603
-149.51	0.996561
